City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
448,Cheremukhovo,RU,60.3484,59.9851,22.91,94,100,2.04,overcast clouds
449,Bundaberg,AU,-24.85,152.35,73.22,80,36,11.5,scattered clouds
450,Kungurtug,RU,50.5994,97.5228,27.52,75,100,9.31,light snow
451,Kirovskiy,RU,45.0917,133.5136,40.05,68,3,5.19,clear sky
452,Campo Formoso,BR,-10.5075,-40.3214,73.9,75,71,6.4,broken clouds
453,Kamina,CD,-8.7386,24.9906,64.18,96,44,0.89,light rain
454,Hobyo,SO,5.3505,48.5268,83.03,75,84,12.19,broken clouds
455,Nizwa,OM,22.9333,57.5333,80.55,29,95,1.9,overcast clouds
456,Mhango,TZ,-3.2833,32.85,64.53,94,81,1.61,broken clouds
457,Florianopolis,BR,-27.6146,-48.5012,73.35,83,75,8.05,moderate rain
458,Kudahuvadhoo,MV,2.6708,72.8944,82.96,75,100,12.77,moderate rain
459,Eldorado,BR,-23.7869,-54.2836,73.2,74,45,2.26,scattered clouds
460,Pashiya,RU,58.4324,58.2562,23.13,96,42,1.92,scattered clouds
461,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,81,75,6.71,broken clouds
462,Harer,ET,9.3094,42.1258,61.12,81,41,5.93,scattered clouds
463,Ardakan,IR,32.31,54.0175,68.97,36,84,1.77,broken clouds
464,Aleksandrovskoye,RU,44.7142,43.0008,43.92,79,37,4.85,scattered clouds
465,Vilhena,BR,-12.7406,-60.1458,79.02,78,20,6.91,few clouds
466,Onega,RU,63.9061,38.1404,32.77,97,100,9.17,overcast clouds
467,Sabang,ID,5.8933,95.3214,83.37,76,85,7.87,overcast clouds
468,Launceston,AU,-41.45,147.1667,48.15,94,0,4.61,clear sky
469,Uray,RU,60.1247,64.7758,6.39,98,23,2.59,few clouds
470,Vagur,FO,61.4732,-6.8119,43.93,81,41,24.99,scattered clouds
471,Kozhva,RU,65.1073,57.0459,8.89,96,46,3.15,scattered clouds
472,Quelimane,MZ,-17.8786,36.8883,73.15,94,58,3.94,broken clouds
473,Walvis Bay,NA,-22.9575,14.5053,60.1,79,0,9.62,clear sky
474,Baft,IR,29.234,56.6057,55.96,44,73,2.26,broken clouds
475,Teguldet,RU,57.3064,88.1667,20.23,82,100,11.95,overcast clouds
476,Hamilton,US,39.1834,-84.5333,78.82,46,40,11.5,scattered clouds
477,Pasni,PK,25.2631,63.471,78.55,85,0,2.39,clear sky
478,Dzilam Gonzalez,MX,21.2833,-88.9333,87.53,45,14,14.94,few clouds
479,Cheremshanka,RU,56.1192,60.268,26.85,80,10,3.98,clear sky
480,Isabela,PH,6.7085,121.9711,77.05,81,97,2.82,overcast clouds
481,Nadvoitsy,RU,63.8667,34.3167,35.42,95,97,5.1,overcast clouds
482,Winsum,NL,53.33,6.5208,54.1,70,13,16.13,few clouds
483,Veraval,IN,20.9,70.3667,82.15,57,0,11.95,clear sky
484,Svetlogorsk,BY,52.6333,29.7333,44.01,96,100,9.01,overcast clouds
485,Saint-Pierre,RE,-21.3393,55.4781,76.68,75,0,26.46,clear sky
486,Limulunga,ZM,-15.0969,23.1376,66.11,67,63,2.01,broken clouds
487,Dingle,PH,10.9995,122.6711,76.3,92,36,6.93,scattered clouds
488,Adrar,MR,20.5022,-10.0711,76.82,16,73,10.63,broken clouds
489,Manggar,ID,-2.8833,108.2667,80.91,81,96,3.98,overcast clouds
490,San Jeronimo,PE,-11.9472,-75.2829,62.83,56,69,4.72,broken clouds
491,Boffa,GN,10.1667,-14.0333,78.51,86,100,3.91,overcast clouds
492,Sangre Grande,TT,10.5835,-61.1177,82.06,77,37,8.81,scattered clouds
493,Sola,VU,-13.8833,167.55,81.45,74,100,10.96,overcast clouds
494,Lazi,UA,48.0667,24.2333,42.55,95,58,4.23,broken clouds
495,Najran,SA,17.4924,44.1277,75.85,22,20,1.88,few clouds
496,Marzuq,YE,14.4,46.4667,69.75,47,7,5.06,clear sky
497,Koszalin,PL,54.1944,16.1722,44.87,72,3,9.48,clear sky
498,Denpasar,ID,-8.65,115.2167,80.26,88,20,2.3,few clouds
499,Lugovoy,KZ,42.9472,72.7644,59.27,58,64,6.08,broken clouds
500,Riachao Do Dantas,BR,-11.0689,-37.725,73.67,87,37,5.21,scattered clouds
501,Labuan,MY,5.2767,115.2417,77.36,100,20,0.0,few clouds
502,Vazhiny,RU,60.9644,34.0222,37.78,98,41,5.17,scattered clouds
503,Skelmersdale,GB,53.5502,-2.7735,48.38,76,4,1.99,clear sky
504,Bahia Blanca,AR,-38.7196,-62.2724,55.11,50,9,4.83,clear sky
505,Gornopravdinsk,RU,60.05,69.9,10.65,95,37,5.64,scattered clouds
506,Banos,EC,-1.4,-78.4167,66.11,89,90,0.27,light rain
507,Sabha,LY,27.0377,14.4283,76.86,19,0,15.95,clear sky
508,Muros,ES,42.7762,-9.0603,50.16,91,100,5.95,overcast clouds
509,Shache,CN,38.4167,77.2406,65.8,36,100,11.83,overcast clouds
510,Nara,JP,34.6851,135.8049,63.5,69,98,3.76,overcast clouds
511,Hokitika,NZ,-42.7167,170.9667,54.61,68,96,2.15,overcast clouds
512,Grand Haven,US,43.0631,-86.2284,47.08,81,100,12.66,moderate rain
513,Port Hardy,CA,50.6996,-127.4199,51.98,66,75,5.75,light intensity shower rain
514,South Venice,US,27.0531,-82.4243,84.24,48,0,19.57,clear sky
515,Luena,AO,-11.7833,19.9167,59.0,79,76,2.44,broken clouds
516,Paveh,IR,35.0434,46.3565,51.31,26,6,4.25,clear sky
517,Nikolayevka,RU,53.1257,47.2041,40.32,73,99,7.81,overcast clouds
518,Bentiu,SS,9.2333,29.8333,86.13,45,98,5.01,overcast clouds
519,Okolona,US,38.1412,-85.6877,82.42,43,75,16.11,broken clouds
520,Portobelo,PA,9.55,-79.65,84.11,71,79,2.59,broken clouds
521,Carinhanha,BR,-14.3047,-43.765,82.72,44,78,5.59,broken clouds
522,Isiro,CD,2.7739,27.616,66.65,94,100,3.4,light rain
523,Shizunai,JP,42.3339,142.3669,45.68,87,100,8.41,overcast clouds
524,Voh,NC,-20.9667,164.7,76.84,70,74,4.72,broken clouds
525,Tromso,NO,69.6496,18.957,35.62,80,75,5.75,broken clouds
526,Paragominas,BR,-2.9667,-47.4833,73.63,97,92,1.88,light rain
527,Certegui,CO,5.3707,-76.6044,84.18,92,94,2.62,overcast clouds
528,Paamiut,GL,61.994,-49.6678,32.34,91,95,2.51,overcast clouds
529,Forestville,US,38.8451,-76.875,74.35,29,20,9.22,few clouds
530,Arona,ES,28.0996,-16.681,58.12,69,20,4.61,few clouds
531,Biak,ID,-0.9131,122.8766,77.38,82,100,2.93,overcast clouds
532,Dublin,US,37.7021,-121.9358,66.33,56,75,16.11,broken clouds
533,Gazanjyk,TM,39.2446,55.5154,60.76,75,0,12.62,clear sky
534,Fairbanks,US,64.8378,-147.7164,50.34,36,75,3.44,broken clouds
535,Porbandar,IN,21.6422,69.6093,80.78,71,0,10.54,clear sky
536,Itoman,JP,26.1247,127.6694,75.97,94,75,12.66,broken clouds
537,Klyuchi,RU,52.2667,79.1667,30.6,52,2,3.22,clear sky
538,Baykit,RU,61.67,96.37,24.37,95,99,4.7,overcast clouds
539,Okakarara,NA,-20.5833,17.4333,60.48,48,0,5.35,clear sky
540,Haines Junction,CA,60.7522,-137.5108,42.75,33,97,5.75,overcast clouds
541,Astoria,US,46.1879,-123.8313,57.6,75,0,8.05,clear sky
542,Dumas,US,35.8656,-101.9732,86.14,35,100,39.12,haze
543,Darhan,MN,49.4867,105.9228,37.99,57,96,4.5,overcast clouds
544,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,66,0,4.61,clear sky
545,Along,IN,28.1667,94.7667,67.87,99,99,1.19,overcast clouds
546,Shahpura,IN,27.3833,75.9667,79.23,20,1,4.41,clear sky
547,Broome,US,42.2506,-75.833,56.66,43,0,11.5,clear sky
548,Tehuacan,MX,18.45,-97.3833,76.37,34,35,16.51,scattered clouds
549,Naliya,IN,23.2667,68.8333,77.65,72,0,10.16,clear sky
550,Makakilo City,US,21.3469,-158.0858,82.72,53,75,14.97,broken clouds
551,Teya,RU,60.3778,92.6267,30.61,97,100,2.57,light snow
552,Wanning,CN,18.8003,110.3967,76.35,93,55,7.23,broken clouds
553,Layou,VC,13.2,-61.2667,78.19,69,40,10.36,scattered clouds
554,Kamaishi,JP,39.2667,141.8833,55.72,75,100,6.91,light rain
555,Banjar,ID,-8.19,114.9675,77.09,90,100,2.84,overcast clouds
556,Mamallapuram,IN,12.6264,80.1722,86.05,79,62,5.73,broken clouds
557,Yambio,SS,4.5721,28.3955,67.57,98,100,3.67,overcast clouds
558,Kompaniyivka,UA,48.2511,32.208,42.66,74,89,9.31,overcast clouds
559,Raga,SS,8.4596,25.678,76.28,73,88,6.13,overcast clouds
560,Hohhot,CN,40.8106,111.6522,37.69,52,0,4.47,clear sky
561,Evensk,RU,61.95,159.2333,23.09,79,100,4.47,overcast clouds
562,Cap Malheureux,MU,-19.9842,57.6142,76.46,70,77,8.99,broken clouds
563,Jaru,BR,-10.4389,-62.4664,76.14,94,75,3.42,broken clouds
564,Saint-Denis,FR,48.9167,2.3333,58.14,65,0,8.05,clear sky
565,Namibe,AO,-15.1961,12.1522,72.81,80,47,0.89,scattered clouds
566,Kruisfontein,ZA,-34.0033,24.7314,58.89,84,100,7.29,overcast clouds
567,Zhengjiatun,CN,43.5064,123.5064,49.68,44,82,21.23,broken clouds
568,Malmesbury,ZA,-33.4608,18.7271,57.78,83,0,8.25,clear sky
569,Lesogorsk,RU,56.0458,99.5136,27.05,84,100,16.2,light snow
570,Saurimo,AO,-9.6608,20.3916,64.33,84,92,3.65,overcast clouds
571,Inirida,CO,3.8653,-67.9239,78.55,88,84,3.2,broken clouds
572,Olafsvik,IS,64.8945,-23.7142,45.43,85,94,8.03,overcast clouds
573,Egvekinot,RU,66.3167,-179.1667,21.25,88,100,1.5,overcast clouds
574,Novaya Zaimka,RU,56.4857,66.9241,24.62,84,15,4.59,few clouds
575,Teluk Nibung,ID,3.001,99.8164,76.28,94,100,3.78,very heavy rain
576,Honningsvag,NO,70.9821,25.9704,35.35,80,100,8.05,overcast clouds
577,Zilair,RU,52.2332,57.4392,39.07,65,15,10.54,few clouds
578,Port Macquarie,AU,-31.4333,152.9167,62.49,94,40,9.22,scattered clouds
579,Hualmay,PE,-11.0964,-77.6139,69.01,83,76,7.43,broken clouds
580,Canutama,BR,-6.5339,-64.3831,78.01,88,93,2.48,overcast clouds
581,Yerofey Pavlovich,RU,53.9667,121.9667,25.47,75,5,3.33,clear sky
582,Benguela,AO,-12.5763,13.4055,75.51,89,58,0.16,broken clouds
583,Vanavara,RU,60.34,102.2797,21.33,91,17,4.25,few clouds
584,Sanming,CN,26.2486,117.6186,69.08,98,100,2.53,overcast clouds
585,Dudinka,RU,69.4058,86.1778,2.62,100,95,5.55,overcast clouds
586,Ulcinj,ME,41.9294,19.2244,53.82,83,100,8.84,moderate rain
587,Aldan,RU,58.6031,125.3894,20.05,85,60,0.6,broken clouds
588,Leshukonskoye,RU,64.8989,45.7622,34.83,99,100,4.63,snow
589,Carroll,US,39.5501,-77.0164,69.8,34,0,1.99,clear sky
590,Inhambane,MZ,-23.865,35.3833,72.39,77,100,4.5,overcast clouds
591,Yangambi,CD,0.8102,24.4336,70.99,94,69,1.54,light rain
592,Norfolk,US,42.1668,-71.2495,64.87,34,0,12.66,clear sky
593,Altagracia De Orituco,VE,9.8601,-66.3814,79.47,65,92,5.93,overcast clouds
594,Giulianova,IT,42.7612,13.9537,55.99,93,65,4.36,broken clouds
595,Balkanabat,TM,39.5108,54.3671,59.25,72,0,7.63,clear sky
596,Nago,JP,26.5881,127.9761,76.05,91,100,9.28,overcast clouds
597,Mvuma,ZW,-19.2792,30.5283,58.59,93,84,3.04,broken clouds
598,Anchorage,US,61.2181,-149.9003,48.25,56,75,10.36,broken clouds
599,Lahat,ID,-3.8,103.5333,73.74,100,100,1.68,overcast clouds
600,Washington,US,47.5001,-120.5015,60.06,38,52,8.61,broken clouds
601,Gulu,UG,2.7746,32.299,65.01,96,100,1.63,light rain
602,La Palma,US,33.8464,-118.0467,70.5,52,0,20.71,clear sky
603,Rosario Do Sul,BR,-30.2583,-54.9142,64.31,93,100,6.85,moderate rain
604,Tura,IN,25.5198,90.2201,69.96,95,8,7.27,clear sky
605,Shimanovsk,RU,52.0,127.7,37.54,58,100,3.8,overcast clouds
606,Shelburne,CA,44.0787,-80.2041,54.75,56,93,4.52,overcast clouds
607,Sibolga,ID,1.7427,98.7792,77.81,86,100,3.71,moderate rain
608,Khorixas,NA,-20.3667,14.9667,71.29,37,2,5.12,clear sky
609,Ivot,RU,53.6756,34.1872,40.26,95,81,4.92,broken clouds
610,Jinchang,CN,38.4953,102.1739,55.35,19,75,2.28,broken clouds
611,Alice Springs,AU,-23.7,133.8833,53.15,62,97,4.61,overcast clouds
612,Emerald,AU,-23.5333,148.1667,68.14,88,100,12.66,overcast clouds
613,Agua Buena,PA,7.8167,-80.4,84.54,61,91,6.2,overcast clouds
614,Salalah,OM,17.0151,54.0924,82.49,78,20,3.44,few clouds
615,Omboue,GA,-1.5746,9.2618,78.37,88,100,4.41,overcast clouds
616,Cruz Grande,MX,16.7333,-99.1333,87.76,46,8,8.86,clear sky
617,Vila Velha,BR,-20.3297,-40.2925,82.35,73,0,11.5,clear sky
618,Divnoye,RU,45.9089,43.3547,43.34,82,4,11.1,clear sky
619,Parati,BR,-23.2178,-44.7131,73.49,80,1,3.98,clear sky
620,Gorahun,SL,7.4661,-11.2375,76.95,85,99,2.57,light rain
621,Santa Marta,CO,11.2408,-74.199,84.25,73,40,6.91,scattered clouds
622,Kendal,GB,54.3268,-2.7476,46.83,83,3,12.66,clear sky
623,Ambagarh Chauki,IN,20.7833,80.7167,81.43,44,18,5.86,few clouds
624,Olinda,BR,-8.0089,-34.8553,83.93,70,0,5.75,clear sky
625,Valentin Gomez Farias,MX,28.2167,-106.5833,86.61,9,100,25.88,overcast clouds
626,Zhangye,CN,38.9342,100.4517,55.62,19,96,4.81,overcast clouds
627,Mehndawal,IN,26.9753,83.1117,81.23,23,0,3.44,clear sky
628,Mazagao,BR,-0.115,-51.2894,82.45,98,100,2.55,moderate rain
629,Maryborough,AU,-25.5333,152.7,74.1,70,48,11.36,scattered clouds
630,Zhezkazgan,KZ,47.8043,67.7144,51.1,60,55,9.44,broken clouds
631,U Thong,TH,14.3751,99.8923,80.37,78,5,5.28,clear sky
632,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,69,85,7.31,overcast clouds
633,Bougouni,ML,11.417,-7.479,91.47,26,99,4.25,overcast clouds
634,Hofn,IS,64.2539,-15.2082,44.82,86,8,1.25,clear sky
635,Kristiansund,NO,63.1115,7.732,44.65,81,98,13.8,overcast clouds
636,Orlik,RU,52.5178,99.825,22.8,68,76,7.25,broken clouds
637,Eyl,SO,7.9803,49.8164,81.79,77,68,7.38,broken clouds
638,Mogadishu,SO,2.0371,45.3438,82.69,77,45,16.08,scattered clouds
639,Mersing,MY,2.4312,103.8405,76.91,94,20,3.44,few clouds
640,Juneau,US,58.3019,-134.4197,50.0,52,100,9.22,overcast clouds
641,Verkhoyansk,RU,67.5447,133.385,17.22,93,98,4.0,overcast clouds
642,Inta,RU,66.0317,60.1659,2.84,95,35,6.6,scattered clouds
643,Kapit,MY,2.0167,112.9333,72.7,97,97,0.43,overcast clouds
644,Portsmouth,GB,50.799,-1.0913,55.13,70,100,5.99,overcast clouds
645,Dalbandin,PK,28.8947,64.4101,78.33,11,16,5.48,few clouds
646,Lavrentiya,RU,65.5833,-171.0,30.22,78,10,3.69,clear sky
647,Orda,RU,57.1951,56.9091,32.5,74,47,4.27,scattered clouds
648,Domna,RU,51.8971,113.1573,28.56,100,75,13.42,shower snow
649,North Bend,US,43.4065,-124.2243,63.25,77,0,9.22,clear sky
650,Port Blair,IN,11.6667,92.75,80.64,94,20,2.3,mist
651,Westport,US,41.1415,-73.3579,68.09,30,0,11.5,clear sky
652,San Juan,AR,-31.5375,-68.5364,67.44,40,6,10.89,clear sky
653,Barahona,DO,18.2085,-71.1008,80.42,74,75,13.8,broken clouds
654,Sayyan,YE,15.1718,44.3244,61.36,28,84,2.89,broken clouds
655,Sept-Iles,CA,50.2001,-66.3821,45.12,57,40,11.5,scattered clouds
656,Khandagayty,RU,50.7333,92.05,29.17,69,5,9.24,clear sky
657,Eskisehir,TR,39.7767,30.5206,59.92,58,0,8.05,clear sky
658,Saint-Francois,FR,46.4154,3.9054,55.67,76,100,3.44,overcast clouds
659,Talcahuano,CL,-36.7167,-73.1167,58.68,88,40,6.91,scattered clouds
660,San Lorenzo,PY,-25.3333,-57.5333,79.74,74,75,3.44,broken clouds
661,Manono,CD,-7.3,27.4167,71.64,86,77,3.09,light rain
662,Deputatskiy,RU,69.3,139.9,5.85,95,97,2.06,overcast clouds
663,Waipawa,NZ,-41.4122,175.5153,53.13,66,17,6.89,few clouds
664,Sisimiut,GL,66.9395,-53.6735,27.1,88,100,6.58,overcast clouds
665,Mindelo,CV,16.8901,-24.9804,71.15,73,20,25.32,few clouds
666,Labuhan,ID,-6.8844,112.2051,78.19,89,75,4.5,broken clouds
667,Cherkasskoye,RU,52.4333,47.2167,44.42,64,100,10.87,overcast clouds
668,Ludwigsfelde,DE,52.3,13.2667,50.99,78,0,4.61,clear sky
669,Tautira,PF,-17.7333,-149.15,79.21,75,77,16.02,moderate rain
670,Cayenne,GF,4.9333,-52.3333,77.09,1,100,3.44,overcast clouds
671,Bom Jesus Do Galho,BR,-19.8289,-42.3161,66.79,74,9,4.68,clear sky
672,Calvia,ES,39.5657,2.5062,59.47,77,43,13.49,scattered clouds
673,Arrecife,ES,28.963,-13.5477,66.18,63,20,11.5,few clouds
674,Presque Isle,US,46.6811,-68.0159,48.29,40,40,16.11,scattered clouds
675,Yendi,GH,9.4427,-0.0099,87.89,47,47,6.4,scattered clouds
676,Ilebo,CD,-4.3167,20.5833,74.08,95,98,0.92,light rain
677,Rupert,US,42.6191,-113.6772,51.75,43,0,23.02,clear sky
678,Arteaga,MX,18.4667,-102.4167,85.48,29,3,10.0,clear sky
679,San Luis,AR,-33.295,-66.3356,56.17,68,82,11.72,broken clouds
680,Killarney,IE,52.05,-9.5167,51.57,78,98,8.99,overcast clouds
681,Padang,ID,-0.9492,100.3543,78.31,85,100,3.33,overcast clouds
682,Ahipara,NZ,-35.1667,173.1667,63.81,59,76,16.51,broken clouds
683,Touros,BR,-5.1989,-35.4608,79.97,80,96,11.72,heavy intensity rain
684,Krasnoyarka,RU,55.3333,73.1167,26.55,86,100,7.23,overcast clouds
685,Dharchula,IN,29.85,80.5333,61.0,50,1,7.34,clear sky
686,Tazmalt,DZ,36.3868,4.3989,61.02,42,6,8.52,clear sky
687,Mattawa,US,46.7379,-119.9028,64.02,34,30,11.07,scattered clouds
688,Abu Dhabi,AE,24.4667,54.3667,78.96,70,0,2.3,clear sky
689,Baracoa,CU,20.3467,-74.4958,76.98,81,36,10.6,scattered clouds
690,Baoro,CF,5.6667,15.9667,73.2,75,76,2.35,broken clouds
691,Mountain Home,US,43.133,-115.6912,58.48,100,0,26.46,clear sky
692,Maceio,BR,-9.6658,-35.7353,80.04,78,75,5.75,broken clouds
693,Salamiyah,SY,35.0113,37.0532,65.46,20,58,6.08,broken clouds
694,Maldonado,UY,-34.6667,-54.9167,61.23,87,100,9.04,overcast clouds
695,Krasnogorodsk,RU,56.8357,28.2822,43.02,73,6,3.98,clear sky
696,Tongliao,CN,43.6125,122.2653,49.82,42,62,19.75,broken clouds
697,Krasnoselkup,RU,65.7,82.4667,2.32,98,90,10.42,overcast clouds
698,Port Augusta,AU,-32.5,137.7667,55.72,54,85,5.84,overcast clouds
699,Barkot,IN,30.8167,78.2,56.39,67,0,5.97,clear sky
700,Buchanan,LR,5.8808,-10.0467,79.47,83,98,1.77,overcast clouds
701,Moose Factory,CA,51.2585,-80.6094,24.8,74,0,12.66,clear sky
702,Hajiganj,BD,23.2511,90.8592,77.92,91,3,6.89,clear sky
703,Tahe,CN,52.3333,124.7333,31.17,63,3,1.66,clear sky
704,Ukiah,US,39.1502,-123.2078,63.52,52,0,3.44,clear sky
705,Bilibino,RU,68.0546,166.4372,14.77,90,99,2.06,overcast clouds
706,Inuvik,CA,68.3499,-133.7218,34.66,32,0,12.66,clear sky
707,Vieux-Habitants,GP,16.0589,-61.7659,78.37,70,88,10.56,overcast clouds
708,Russell,US,32.3502,-85.1999,81.97,36,0,6.91,clear sky
